text,tactic
"modify cloud compute configurations adversaries may modify settings that directly affect the size, locations, and resources available to cloud compute infrastructure in order to evade defenses these settings may include service quotas, subscription associations, tenant wide policies, or other configurations that impact available compute such modifications may allow adversaries to abuse the victim’s compute resources to achieve their goals, potentially without affecting the execution of running instances and or revealing their activities to the victim for example, cloud providers often limit customer usage of compute resource iaas",defense-evasion
"domain fronting adversaries may take advantage of routing schemes in content delivery networks cdns and other services which host multiple domains to obfuscate the intended destination of https traffic or traffic tunneled through https citation: fifield blocking resistent communication through domain fronting 2015 domain fronting involves using different domain names in the sni field of the tls header and the host field of the http header if both domains are served from the same cdn, then the cdn may route to the address specified in the http header after unwrapping the tls header a variation of the th linux macos windows esxi",command-and-control
"arp cache poisoning adversaries may poison address resolution protocol arp caches to position themselves between the communication of two or more networked devices this activity may be used to enable follow on behaviors such as network sniffing or transmitted data manipulation the arp protocol is used to resolve ipv4 addresses to link layer addresses, such as a media access control mac address citation: rfc826 arp devices in a local network segment communicate with each other by using link layer addresses if a linux windows macos",collection+credential-access
"security software discovery adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment this may include things such as cloud monitoring agents and anti virus adversaries may use the information from security software discovery during automated discovery to shape follow on behaviors, including whether or not the adversary fully infects the target and or attempts specific actions example commands that can be used to obtain security software information are netsh ht iaas linux macos windows",discovery
"hidden window adversaries may use hidden windows to conceal malicious activity from the plain sight of users in some cases, windows that would typically be displayed when an application carries out an operation can be hidden this may be utilized by system administrators to avoid disrupting user work environments when carrying out administrative tasks adversaries may abuse these functionalities to hide otherwise visible windows from users so as not to alert the user to adversary activity on the system citation: antiquated mac malware on macos, the configurations for how applications run are listed in linux macos windows",defense-evasion
"clickonce adversaries may use clickonce applications appref ms and application files to proxy execution of code through a trusted windows utility citation: burke cisa clickonce blackhat clickonce is a deployment that enables a user to create self updating windows based net applications i e, xbap, exe, or dll that install and run from a file share or web page with minimal user interaction the application launches as a child process of dfsvc exe, which is responsible for installing, launching, and updating the application citation: spectorops medium clickonce because clickonce applications windows",defense-evasion+execution
"python adversaries may abuse python commands and scripts for execution python is a very popular scripting programming language, with capabilities to perform many functions python can be executed interactively from the command line via the <code>python exe< code> interpreter or via scripts py that can be written and distributed to different systems python code can also be compiled into binary executables citation: zscaler apt31 covid 19 october 2020 python comes with many built in packages to interact with the underlying system, such as file operations and device i o adversaries can use th esxi linux macos windows",execution
"relocate malware once a payload is delivered, adversaries may reproduce copies of the same malware on the victim system to remove evidence of their presence and or avoid defenses copying malware payloads to new locations may also be combined with file deletion to cleanup older artifacts relocating malware may be a part of many actions intended to evade defenses for example, adversaries may copy and rename payloads to better blend into the local environment i e , match legitimate resource name or location linux macos network devices windows",defense-evasion
"identify roles adversaries may gather information about identities and roles within the victim organization that can be used during targeting information about business roles may reveal a variety of targetable details, including identifiable information for key personnel as well as what data resources they have access to adversaries may gather this information in various ways, such as direct elicitation via phishing for information information about business roles may also be exposed to adversaries via online or other accessible data sets ex: social media h pre",reconnaissance
"data encoding adversaries may encode data to make the content of command and control traffic more difficult to detect command and control c2 information can be encoded using a standard data encoding system use of data encoding may adhere to existing protocol specifications and includes use of ascii, unicode, base64, mime, or other binary to text and character encoding systems citation: wikipedia binary to text encoding citation: wikipedia character encoding some data encoding systems may also result in data compression, such as gzip esxi linux macos windows",command-and-control
"appinit dlls adversaries may establish persistence and or elevate privileges by executing malicious content triggered by appinit dlls loaded into processes dynamic link libraries dlls that are specified in the <code>appinit dlls< code> value in the registry keys <code>hkey local machine\software\microsoft\windows nt\currentversion\windows< code> or <code>hkey local machine\software\wow6432node\microsoft\windows nt\currentversion\windows< code> are loaded by user32 dll into every process that loads user32 dll in practice this is nearly every program, since user32 dll is a very common library citation: windows",persistence+privilege-escalation
"phishing for information adversaries may send phishing messages to elicit sensitive information that can be used during targeting phishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information phishing for information is different from phishing in that the objective is gathering data from the victim rather than executing malicious code all forms of phishing are electronically delivered social engineering phishing can be targeted, known as spearphishing in spearphishing, a specific individual, pre",reconnaissance
"resource hijacking adversaries may leverage the resources of co opted systems to complete resource intensive tasks, which may impact system and or hosted service availability resource hijacking may take a number of different forms for example, adversaries may: * leverage compute resources in order to mine cryptocurrency * sell network bandwidth to proxy networks * generate sms traffic for profit * abuse cloud based messaging services to send large quantities of spam messages in some cases, adversaries may leverage multiple types of resource hijacking at once citation: sysdig cryptojacking proxyjacking 202 windows iaas linux macos containers saas",impact
"impersonation adversaries may impersonate a trusted person or organization in order to persuade and trick a target into performing some action on their behalf for example, adversaries may communicate with victims via phishing for information phishing or internal spearphishing while impersonating a known sender such as an executive, colleague, or third party vendor established trust can then be leveraged to accomplish an adversary’s ultimate goals, possibly against mult linux macos office suite saas windows",defense-evasion
"establish accounts adversaries may create and cultivate accounts with services that can be used during targeting adversaries can create accounts that can be used to build a persona to further operations persona development consists of the development of public information, presence, history and appropriate affiliations this development could be applied to social media, website, or other publicly available information that could be referenced and scrutinized for legitimacy over the course of an operation using that persona or identity citation: newscaster2014 citation: blackhatrobinsage for operations inco pre",resource-development
"obtain capabilities adversaries may buy and or steal capabilities that can be used during targeting rather than developing their own capabilities in house, adversaries may purchase, freely download, or steal them activities may include the acquisition of malware, software including licenses , exploits, certificates, and information relating to vulnerabilities adversaries may obtain capabilities to support their operations throughout numerous phases of the adversary lifecycle in addition to downloading free malware, software, and exploits from the internet, adversaries may purchase these capabilities from th pre",resource-development
"screensaver adversaries may establish persistence by executing malicious content triggered by user inactivity screensavers are programs that execute after a configurable time of user inactivity and consist of portable executable pe files with a scr file extension citation: wikipedia screensaver the windows screensaver application scrnsave scr is located in <code>c:\windows\system32\< code>, and <code>c:\windows\syswow64\< code> on 64 bit windows systems, along with screensavers included with base windows installations the following screensaver settings are stored in the registry <code>hkcu\contr windows",persistence+privilege-escalation
"conditional access policies adversaries may disable or modify conditional access policies to enable persistent access to compromised accounts conditional access policies are additional verifications used by identity providers and identity and access management systems to determine whether a user should be granted access to a resource for example, in entra id, okta, and jumpcloud, users can be denied access to applications based on their ip address, device enrollment status, and use of multi factor authentication citation: microsoft conditional access citation: jumpcloud conditional access policies citation: okta co iaas identity provider",credential-access+defense-evasion+persistence
"create cloud instance an adversary may create a new instance or virtual machine vm within the compute service of a cloud account to evade defenses creating a new instance may allow an adversary to bypass firewall rules and permissions that exist on instances currently residing within an account an adversary may create snapshot of one or more volumes in an account, create a new instance, mount the snapshots, and then apply a less restrictive security policy to collect data from local system or for remote data staging iaas",defense-evasion
"cloud secrets management stores adversaries may acquire credentials from cloud native secret management solutions such as aws secrets manager, gcp secret manager, azure key vault, and terraform vault secrets managers support the secure centralized management of passwords, api keys, and other credential material where secrets managers are in use, cloud services can dynamically acquire credentials via api requests rather than accessing secrets insecurely stored in plain text files or environment variables if an adversary is able to gain sufficient privileges in a cloud environment – for example, by obtaining the crede iaas",credential-access
"code repositories adversaries may leverage code repositories to collect valuable information code repositories are tools services that store source code and automate software builds they may be hosted internally or privately on third party sites such as github, gitlab, sourceforge, and bitbucket users typically interact with code repositories through a web application or command line utilities such as git once adversaries gain access to a victim network or a private code repository, they may collect sensitive information such as proprietary source code or unsecured credentials saas",collection
"transmitted data manipulation adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity, thus threatening the integrity of the data citation: fireeye apt38 oct 2018 citation: doj lazarus sony 2018 by manipulating transmitted data, adversaries may attempt to affect a business process, organizational understanding, and decision making manipulation may be possible over a network connection or between system processes where there is an opportunity deploy a tool that will intercept and change information the type of modification and the impact it will have de linux macos windows",impact
"etc passwd and etc shadow adversaries may attempt to dump the contents of <code> etc passwd< code> and <code> etc shadow< code> to enable offline password cracking most modern linux operating systems use a combination of <code> etc passwd< code> and <code> etc shadow< code> to store user account information, including password hashes in <code> etc shadow< code> by default, <code> etc shadow< code> is only readable by the root user citation: linux password and shadow file formats linux stores user information such as user id, group id, home directory path, and login shell in <code> etc passwd< code> a ""user"" on th linux",credential-access
"launch agent adversaries may create or modify launch agents to repeatedly execute malicious payloads as part of persistence when a user logs in, a per user launchd process is started which loads the parameters for each launch on demand user agent from the property list plist file found in <code> system library launchagents< code>, <code> library launchagents< code>, and <code>~ library launchagents< code> citation: appledocs launch agent daemons citation: osx keydnap malware citation: antiquated mac malware property list files use the <code>label< code>, <code>programarguments < code>, and <code>r macos",persistence+privilege-escalation
"system services adversaries may abuse system services or daemons to execute commands or programs adversaries can execute malicious content by interacting with or creating services either locally or remotely many services are set to run at boot, which can aid in achieving persistence create or modify system process but adversaries can also abuse services for one time or temporary execution windows macos linux",execution
"windows command shell adversaries may abuse the windows command shell for execution the windows command shell cmd is the primary command prompt on windows systems the windows command prompt can be used to control almost any aspect of a system, with various permission levels required for different subsets of commands the command prompt can be invoked remotely via remote services such as ssh ssh in windows batch files ex: bat or cmd also provide the shell with windows",execution
"proc memory adversaries may inject malicious code into processes via the proc filesystem in order to evade process based defenses as well as possibly elevate privileges proc memory injection is a method of executing arbitrary code in the address space of a separate live process proc memory injection involves enumerating the memory of a process via the proc filesystem <code> proc pid < code> then crafting a return oriented programming rop payload with available gadgets instructions each running process has its own directory, which includes memory mappings proc memory injection is commonly perf linux",defense-evasion+privilege-escalation
"acquire access adversaries may purchase or otherwise acquire an existing access to a target system or network a variety of online services and initial access broker networks are available to sell access to previously compromised systems citation: microsoft ransomware as a service citation: crowdstrike access brokers citation: krebs access brokers fortune 500 in some cases, adversary groups may form partnerships to share compromised systems with each other citation: cisa karakurt 2022 footholds to compromised systems may take a variety of forms, such as access to planted backdoors e g , web shell h pre",resource-development
"patch system image adversaries may modify the operating system of a network device to introduce new capabilities or weaken existing defenses citation: killing the myth of cisco ios rootkits citation: killing ios diversity myth citation: cisco ios shellcode citation: cisco ios forensics developments citation: juniper netscreen of the dead some network devices are built with a monolithic architecture, where the entire operating system and most of the functionality of the device is contained within a single file adversaries may change this file in storage, to be loaded in a future boot, or in memory dur network devices",defense-evasion
"silver ticket adversaries who have the password hash of a target service account e g sharepoint, mssql may forge kerberos ticket granting service tgs tickets, also known as silver tickets kerberos tgs tickets are also known as service tickets citation: adsecurity silver tickets silver tickets are more limited in scope in than golden tickets in that they only enable adversaries to access a particular resource e g mssql and the system that hosts the resource; however, unlike golden tickets, adversaries with the ability to forge silver tickets are able to create tgs tickets without interacting with windows",credential-access
"data from information repositories adversaries may leverage information repositories to mine valuable information information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, such as credential access, lateral movement, or defense evasion, or direct access to the target information adversaries may also abuse external sharing features to share sensitive documents with recipients outside of the organization i e , transfer data to cloud account linux windows macos saas iaas office suite",collection
"clear persistence adversaries may clear artifacts associated with previously established persistence on a host system to remove evidence of their activity this may involve various actions, such as removing services, deleting executables, modify registry plist file modification or other methods of cleanup to prevent defenders from collecting evidence of their persistent presence citation: cylance dust storm adversaries may also delete accounts previously created to maintain persistence i e create account esxi linux macos windows",defense-evasion
"hypervisor cli adversaries may abuse hypervisor command line interpreters clis to execute malicious commands hypervisor clis typically enable a wide variety of functionality for managing both the hypervisor itself and the guest virtual machines it hosts for example, on esxi systems, tools such as and allow administrators to configure firewall rules and log forwarding on the hypervisor, list virtual machines, start and stop virtual machines, and more citation: broadcom esxcli reference citation: crowdstrike hypervisor jackpotting pt 2 2021 citation: lolesxi adversaries may be able esxi",execution
"windows credential manager adversaries may acquire credentials from the windows credential manager the credential manager stores credentials for signing into websites, applications, and or devices that request authentication through ntlm or kerberos in credential lockers previously known as windows vaults citation: microsoft credential manager store citation: microsoft credential locker the windows credential manager separates website credentials from application or network credentials in two lockers as part of credentials from web browsers internet explorer and windows",credential-access
"masquerade account name adversaries may match or approximate the names of legitimate accounts to make newly created ones appear benign this will typically occur during create account although accounts may also be renamed at a later date this may also coincide with account access removal if the actor first deletes an account before re creating one with the same name citation: huntress moveit 2023 often, adversaries will attempt to masquerade as service accounts, such as those associated with legitimate software, data backup containers iaas identity provider linux macos office suite saas windows",defense-evasion
"hardware additions adversaries may physically introduce computer accessories, networking hardware, or other computing devices into a system or network that can be used as a vector to gain access rather than just connecting and distributing payloads via removable storage i e replication through removable media more robust hardware additions can be used to introduce new functionalities and or features into a system that can then be abused while public references of usage by threat actors are scarce, many red teams penetration testers leverage hardware additions f windows linux macos",initial-access
"remote desktop software an adversary may use legitimate desktop support software to establish an interactive command and control channel to target systems within networks desktop support software provides a graphical interface for remotely controlling another computer, transmitting the display output, keyboard input, and mouse control between devices using various protocols desktop support software, such as , , , , , , and other remote monitoring and management rmm tools, are commonly used as legitimate technical support software and may be allowed by linux macos windows",command-and-control
server software component adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems enterprise server applications may include features that allow developers to write and install software or scripts to extend the functionality of the main application adversaries may install malicious components to extend and abuse server applications citation: volexity 0day sophos fw windows linux macos network devices esxi,persistence
"data destruction adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources data destruction is likely to render stored data irrecoverable by forensic techniques through overwriting files or data on local and remote drives citation: symantec shamoon 2012 citation: fireeye shamoon nov 2016 citation: palo alto shamoon nov 2016 citation: kaspersky stonedrill 2017 citation: unit 42 shamoon3 2018 citation: talos olympic destroyer 2018 common operating system file deletion commands such as <code>del< code> containers esxi iaas linux macos windows",impact
"non standard encoding adversaries may encode data with a non standard data encoding system to make the content of command and control traffic more difficult to detect command and control c2 information can be encoded using a non standard data encoding system that diverges from existing protocol specifications non standard data encoding schemes may be based on or related to standard data encoding schemes, such as a modified base64 encoding for the message body of an http request citation: wikipedia binary to text encoding citation: wikipedia character encoding esxi linux macos windows",command-and-control
domain controller authentication adversaries may patch the authentication process on a domain controller to bypass the typical authentication mechanisms and enable access to accounts malware may be used to inject false credentials into the authentication process on a domain controller with the intent of creating a backdoor used to access any user’s account and or credentials ex: skeleton key skeleton key works through a patch on an enterprise domain controller authentication process lsass with credentials that adversaries may use to bypass the standard authentication system windows,credential-access+defense-evasion+persistence
"transfer data to cloud account adversaries may exfiltrate data by transferring the data, including through sharing syncing and creating backups of cloud environments, to another cloud account they control on the same service a defender who is monitoring for large transfers to outside the cloud environment through normal file transfers or over command and control channels may not be watching for data transfers to another account within the same cloud provider such transfers may utilize existing cloud provider apis and the internal address space of the cloud provider to blend into normal traffic or avoid data transfers ove iaas office suite saas",exfiltration
"html smuggling adversaries may smuggle data and files past content filters by hiding malicious payloads inside of seemingly benign html files html documents can store large binary objects known as javascript blobs immutable data that represents raw bytes that can later be constructed into file like objects data may also be stored in data urls, which enable embedding media type or mime files inline of html documents html5 also introduced a download attribute that may be used to initiate file downloads citation: html smuggling menlo security 2020 citation: outlflank html smuggling 2018 adversaries may linux macos windows",defense-evasion
"reversible encryption an adversary may abuse active directory authentication encryption properties to gain access to credentials on windows systems the <code>allowreversiblepasswordencryption< code> property specifies whether reversible password encryption for an account is enabled or disabled by default this property is disabled instead storing user credentials as the output of one way hashing functions and should not be enabled unless legacy or other software require it citation: store pwd rev enc if the property is enabled and or a user changes their password after it is enabled, an adversary may be able windows",credential-access+defense-evasion+persistence
"command obfuscation adversaries may obfuscate content during command execution to impede detection command line obfuscation is a method of making strings and patterns within commands and scripts more difficult to signature and analyze this type of obfuscation can be included within commands executed by delivered payloads e g , phishing and drive by compromise or interactively via command and scripting interpreter akamai js citation: malware monday vbe for example linux macos windows",defense-evasion
"file deletion adversaries may delete files left behind by the actions of their intrusion activity malware, tools, or other non native files dropped or created on a system by an adversary ex: ingress tool transfer may leave traces to indicate to what was done within a network and how removal of these files can occur during an intrusion, or as part of a post intrusion process to minimize the adversary's footprint there are tools available from the host operating system to perform cleanup, but adversaries may use other tools as well citation: microsoft sdelet esxi linux macos windows",defense-evasion
"drive by compromise adversaries may gain access to a system through a user visiting a website over the normal course of browsing multiple ways of delivering exploit code to a browser exist i e , drive by target including: * a legitimate website is compromised, allowing adversaries to inject malicious code * script files served to a legitimate website from a publicly writeable cloud storage bucket are modified by an adversary * malicious ads are paid for and served through legitimate ad providers i e , malvertising identity provider linux macos windows",initial-access
"network denial of service adversaries may perform network denial of service dos attacks to degrade or block the availability of targeted resources to users network dos can be performed by exhausting the network bandwidth services rely on example resources include specific websites, email services, dns, and web based applications adversaries have been observed conducting network dos attacks for political purposes citation: fireeye oppoisonedhandover february 2016 and to support other malicious activities, including distraction citation: fsisac fraudnetdos september 2012 , hacktivism, and extortion citation: syman windows iaas linux macos containers",impact
"cloud administration command adversaries may abuse cloud management services to execute commands within virtual machines resources such as aws systems manager, azure runcommand, and runbooks allow users to remotely run scripts in virtual machines by leveraging installed virtual machine agents citation: aws systems manager run command citation: microsoft run command if an adversary gains administrative access to a cloud environment, they may be able to abuse cloud management services to execute commands in the environment’s virtual machines additionally, an adversary that compromises a service provider or delegated iaas",execution
"installer packages adversaries may establish persistence and elevate privileges by using an installer to trigger the execution of malicious content installer packages are os specific and contain the resources an operating system needs to install applications on a system installer packages can include scripts that run prior to installation as well as after installation is complete installer scripts may inherit elevated permissions when executed developers often use these scripts to prepare the environment for installation, check requirements, download dependencies, and remove files after installation citatio linux macos windows",persistence+privilege-escalation
"scanning ip blocks adversaries may scan victim ip blocks to gather information that can be used during targeting public ip addresses may be allocated to organizations by block, or a range of sequential addresses adversaries may scan ip blocks in order to gather victim network information such as which ip addresses are actively in use as well as more detailed information about hosts assigned these addresses scans may range from simple pings icmp requests and responses to more nuanced scans that may reveal host software versions via server banners or other networ pre",reconnaissance
"template injection adversaries may create or modify references in user document templates to conceal malicious code or force authentication attempts for example, microsoft’s office open xml ooxml specification defines an xml based format for office documents docx, xlsx, pptx to replace older binary formats doc, xls, ppt ooxml files are packed together zip archives compromised of various xml files, referred to as parts, containing properties that collectively define how a document is rendered citation: microsoft open xml july 2017 properties within parts may reference shared public resources acces windows",defense-evasion
"rc scripts adversaries may establish persistence by modifying rc scripts, which are executed during a unix like system’s startup these files allow system administrators to map and start custom services at startup for different run levels rc scripts require root privileges to modify adversaries may establish persistence by adding a malicious binary path or shell commands to <code>rc local< code>, <code>rc common< code>, and other rc scripts specific to the unix like distribution citation: iranthreats kittens dec 2017 citation: intezer hiddenwasp map 2019 upon reboot, the system executes the script' macos linux network devices esxi",persistence+privilege-escalation
"access token manipulation adversaries may modify access tokens to operate under a different user or system security context to perform actions and bypass access controls windows uses access tokens to determine the ownership of a running process a user can manipulate access tokens to make a running process appear as though it is the child of a different process or belongs to someone other than the user that started the process when this occurs, the process also takes on the security context associated with the new token an adversary can use built in windows api functions to copy access tokens from existing processe windows",defense-evasion+privilege-escalation
"multi factor authentication interception adversaries may target multi factor authentication mfa mechanisms, i e , smart cards, token generators, etc to gain access to credentials that can be used to access systems, services, and network resources use of mfa is recommended and provides a higher level of security than usernames and passwords alone, but organizations should be aware of techniques that could be used to intercept and bypass these security mechanisms if a smart card is used for multi factor authentication, then a keylogger will need to be used to obtain the password associated with a smart card during normal use linux macos windows",credential-access
software packing adversaries may perform software packing or virtual machine software protection to conceal their code software packing is a method of compressing or encrypting an executable packing an executable changes the file signature in an attempt to avoid signature based detection most decompression techniques decompress the executable code in memory virtual machine software protection translates an executable's original code into a special format that only a special virtual machine can run a virtual machine is then called to run this code citation: eset finfisher jan 2018 utilities used to per linux macos windows,defense-evasion
"serverless adversaries may compromise serverless cloud infrastructure, such as cloudflare workers, aws lambda functions, or google apps scripts, that can be used during targeting by utilizing serverless infrastructure, adversaries can make it more difficult to attribute infrastructure used during operations back to them once compromised, the serverless runtime environment can be leveraged to either respond directly to infected machines or to proxy traffic to an adversary owned command and control server citation: blackwater malware cloudflare workers cit pre",resource-development
"web protocols adversaries may communicate using application layer protocols associated with web traffic to avoid detection network filtering by blending in with existing traffic commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server protocols such as http s citation: crowdstrike putter panda and websocket citation: brazking websockets that carry web traffic may be very common in environments http s packets have many fields and headers in which data can be concealed an adversary may abuse these protocols to co esxi linux macos network devices windows",command-and-control
"visual basic adversaries may abuse visual basic vb for execution vb is a programming language created by microsoft with interoperability with many windows technologies such as component object model and the native api through the windows api although tagged as legacy with no planned future evolutions, vb is integrated and supported in the net framework and cross platform net core citation: vb net mar 2020 citation: vb microsoft derivative languages based on vb have also been created, such as visual basi linux macos windows",execution
"hidden file system adversaries may use a hidden file system to conceal malicious activity from users and security tools file systems provide a structure to store and access data from physical storage typically, a user engages with a file system through applications that allow them to access files and directories, which are an abstraction from their physical location ex: disk sector standard file systems include fat, ntfs, ext4, and apfs file systems can also contain other structures, such as the volume boot record vbr and master file table mft in ntfs citation: malwaretech vfs nov 2014 adversaries m linux macos windows",defense-evasion
"systemd service adversaries may create or modify systemd services to repeatedly execute malicious payloads as part of persistence systemd is a system and service manager commonly used for managing background daemon processes also known as services and other system resources citation: linux man pages: systemd january 2014 systemd is the default initialization init system on many linux distributions replacing legacy init systems, including sysvinit and upstart, while remaining backwards compatible systemd utilizes unit configuration files with the file extension to encode information about linux",persistence+privilege-escalation
"exclusive control adversaries who successfully compromise a system may attempt to maintain persistence by “closing the door” behind them – in other words, by preventing other threat actors from initially accessing or maintaining a foothold on the same system for example, adversaries may patch a vulnerable, compromised system citation: mandiant iab control citation: cert at fortinent ransomware 2025 to prevent other threat actors from leveraging that vulnerability in the future they may “close the door” in other ways, such as disabling vulnerable services citation: sophos multiple attackers , stripping pr linux macos windows",persistence
"rdp hijacking adversaries may hijack a legitimate user’s remote desktop session to move laterally within an environment remote desktop is a common feature in operating systems it allows a user to log into an interactive session with a system desktop graphical user interface on a remote system microsoft refers to its implementation of the remote desktop protocol rdp as remote desktop services rds citation: technet remote desktop services adversaries may perform rdp session hijacking which involves stealing a legitimate user's remote session typically, a user is notified when someone else is trying windows",lateral-movement
"create account adversaries may create an account to maintain access to victim systems citation: symantec wastedlocker june 2020 with a sufficient level of access, creating such accounts may be used to establish secondary credentialed access that do not require persistent remote access tools to be deployed on the system accounts may be created on the local system or within a domain or cloud tenant in cloud environments, adversaries may create accounts that only have access to specific services, which can reduce the chance of detection windows iaas linux macos network devices containers saas office suite identity provider esxi",persistence
"xdg autostart entries adversaries may add or modify xdg autostart entries to execute malicious programs or commands when a user’s desktop environment is loaded at login xdg autostart entries are available for any xdg compliant linux system xdg autostart entries use desktop entry files to configure the user’s desktop environment upon user login these configuration files determine what applications launch upon user login, define associated applications to open specific file types, and define applications used to open removable media citation: free desktop application autostart feb 2006 citation: fre linux",persistence+privilege-escalation
"server adversaries may compromise third party servers that can be used during targeting use of servers allows an adversary to stage, launch, and execute an operation during post compromise activity, adversaries may utilize servers for various tasks, including for command and control citation: trendmicro earthlusca 2022 instead of purchasing a server or virtual private server adversaries may compromise third party servers in support of operations adversaries may also compromise web servers to suppo pre",resource-development
"cloud service discovery an adversary may attempt to enumerate the cloud services running on a system after gaining access these methods can differ from platform as a service paas , to infrastructure as a service iaas , or software as a service saas many services exist throughout the various cloud providers and can include continuous integration and continuous delivery ci cd , lambda functions, entra id, etc they may also include security services, such as aws guardduty and microsoft defender for cloud, and logging services, such as aws cloudtrail and google cloud audit logs adversaries may attempt to discov iaas identity provider office suite saas",discovery
"malicious copy and paste an adversary may rely upon a user copying and pasting code in order to gain execution users may be subjected to social engineering to get them to copy and paste code directly into a command and scripting interpreter one such strategy is ""clickfix,"" in which adversaries present users with seemingly helpful solutions—such as prompts to fix errors or complete captchas—that instead instruct the user to copy and paste malicious code malicious websites, such as those used in drive by compromise may present linux macos windows",execution
"remote system discovery adversaries may attempt to get a listing of other systems by ip address, hostname, or other logical identifier on a network that may be used for lateral movement from the current system functionality could exist within remote access tools to enable this, but utilities available on the operating system could also be used such as ping <code>net view< code> using net or, on esxi servers, adversaries may also analyze data from local host files ex: <code>c:\windows\system32\driver esxi linux macos network devices windows",discovery
"network service discovery adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation common methods to acquire this information include port, vulnerability, and or wordlist scans using tools that are brought onto a system citation: cisa ar21 126a fivehands may 2021 within cloud environments, adversaries may attempt to discover services running on other cloud hosts additionally, if the cloud environment is connected to a on premises environment, adversaries may be able to identify se containers iaas linux macos network devices windows",discovery
"domain properties adversaries may gather information about the victim's network domain s that can be used during targeting information about domains and their properties may include a variety of details, including what domain s the victim owns as well as administrative data ex: name, registrar, etc and more directly actionable information such as contacts email addresses and phone numbers , business addresses, and name servers adversaries may gather this information in various ways, such as direct collection actions via active scanning or phishing for infor pre",reconnaissance
"software discovery adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment adversaries may use the information from software discovery during automated discovery to shape follow on behaviors, including whether or not the adversary fully infects the target and or attempts specific actions such software may be deployed widely across the environment for configuration management or security reasons, such as software deployment tools and may allow ad esxi iaas linux macos windows",discovery
"cloud service dashboard an adversary may use a cloud service dashboard gui with stolen credentials to gain useful information from an operational cloud environment, such as specific services, resources, and features for example, the gcp command center can be used to view all assets, review findings of potential security risks, and run additional queries, such as finding public ip addresses and open ports citation: google command center dashboard depending on the configuration of the environment, an adversary may be able to enumerate more information via the graphical dashboard than an api this also allows the ad iaas saas office suite identity provider",discovery
